"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"31-Oct-2019","EQ","668.40","695.45","666.10","660.60","687.00","685.60","685.39","847.00","599.85",27405901,"18,783,689,651.60",424958
"30-Oct-2019","EQ","660.40","671.40","656.20","650.65","662.25","660.60","664.01","847.00","599.85",22879467,"15,192,276,718.45",319118
"29-Oct-2019","EQ","651.00","653.75","647.00","648.85","650.90","650.65","650.33","847.00","599.85",16709764,"10,866,929,874.75",309792
"27-Oct-2019","EQ","651.10","652.50","645.55","637.45","649.95","648.85","648.43","847.00","599.85",2945433,"1,909,914,669.20",67356
"25-Oct-2019","EQ","647.00","652.50","636.00","635.35","637.10","637.45","643.66","847.00","599.85",16549337,"10,652,215,420.25",327171
"24-Oct-2019","EQ","650.00","653.20","632.00","650.60","634.70","635.35","643.72","847.00","599.85",25666433,"16,521,876,122.75",393942
"23-Oct-2019","EQ","630.00","656.65","615.10","643.55","650.35","650.60","643.94","847.00","599.85",60516887,"38,969,147,748.65",1059289
"22-Oct-2019","EQ","691.10","691.10","638.35","767.85","640.00","643.55","658.16","847.00","599.85",90152532,"59,334,453,056.60",1643015
"18-Oct-2019","EQ","763.80","773.80","760.00","769.50","767.50","767.85","767.62","847.00","599.85",10037200,"7,704,758,992.10",187743
"17-Oct-2019","EQ","767.00","770.55","765.10","771.45","769.40","769.50","768.53","847.00","599.85",9860495,"7,578,123,003.70",202471
"16-Oct-2019","EQ","765.25","775.95","761.55","768.30","771.00","771.45","770.12","847.00","599.85",10767032,"8,291,883,880.80",258065
"15-Oct-2019","EQ","773.10","775.95","765.00","786.10","769.00","768.30","769.68","847.00","599.85",13762133,"10,592,375,902.55",298596
"14-Oct-2019","EQ","786.75","797.00","780.00","814.80","786.30","786.10","789.64","847.00","599.85",15150858,"11,963,746,229.55",308844
"11-Oct-2019","EQ","781.50","823.80","776.60","783.05","815.00","814.80","807.01","847.00","599.85",20636344,"16,653,757,511.40",318660
"10-Oct-2019","EQ","785.40","794.70","776.60","783.65","782.50","783.05","786.97","847.00","599.85",10402917,"8,186,820,531.95",123048
"09-Oct-2019","EQ","795.45","795.90","778.80","789.55","783.75","783.65","783.69","847.00","599.85",6335025,"4,964,668,557.95",148580
"07-Oct-2019","EQ","794.85","802.00","786.10","793.45","788.80","789.55","791.09","847.00","599.85",3679845,"2,911,078,094.65",118304
"04-Oct-2019","EQ","790.00","797.60","787.05","785.60","792.30","793.45","794.32","847.00","599.85",8201713,"6,514,820,230.85",114239
"03-Oct-2019","EQ","792.55","797.85","784.15","793.55","786.40","785.60","791.93","847.00","599.85",5497672,"4,353,793,069.65",166567
"01-Oct-2019","EQ","807.00","807.55","791.55","805.65","794.95","793.55","796.66","847.00","599.85",5881438,"4,685,487,403.15",172253
"30-Sep-2019","EQ","785.10","808.00","784.15","782.20","804.20","805.65","801.63","847.00","599.85",8178091,"6,555,812,642.85",156000
"27-Sep-2019","EQ","787.05","794.25","780.10","782.55","782.20","782.20","785.46","847.00","599.85",5087642,"3,996,126,504.85",161432
"26-Sep-2019","EQ","787.75","797.00","778.10","792.65","784.60","782.55","783.93","847.00","599.85",18442824,"14,457,802,893.35",178651
"25-Sep-2019","EQ","787.70","801.00","781.65","794.05","790.75","792.65","793.69","847.00","599.85",9313576,"7,392,081,925.45",257048
"24-Sep-2019","EQ","765.00","798.65","765.00","764.35","794.00","794.05","785.94","847.00","599.85",13717998,"10,781,580,307.60",236139
"23-Sep-2019","EQ","806.90","806.90","741.90","805.00","765.00","764.35","770.66","847.00","599.85",17279260,"13,316,370,233.10",423674
"20-Sep-2019","EQ","822.90","835.00","802.00","820.70","807.30","805.00","811.86","847.00","599.85",22462366,"18,236,400,807.25",277034
"19-Sep-2019","EQ","824.85","827.00","815.20","829.85","820.30","820.70","820.99","847.00","599.85",6601607,"5,419,828,832.75",120499
"18-Sep-2019","EQ","829.90","832.95","824.00","831.25","831.45","829.85","828.68","847.00","599.85",3199389,"2,651,273,644.15",115862
"17-Sep-2019","EQ","831.50","835.00","820.55","827.70","832.35","831.25","827.54","847.00","599.85",5540901,"4,585,299,188.00",135783
"16-Sep-2019","EQ","832.05","837.95","820.55","829.30","827.60","827.70","827.38","847.00","599.85",4846496,"4,009,906,892.00",137629
"13-Sep-2019","EQ","818.10","831.05","817.50","816.40","829.80","829.30","824.18","847.00","599.85",4832021,"3,982,478,489.30",93586
"12-Sep-2019","EQ","816.40","819.85","810.85","820.10","817.60","816.40","816.08","847.00","599.85",4400017,"3,590,752,489.80",110552
"11-Sep-2019","EQ","822.30","828.55","814.15","829.10","822.10","820.10","818.82","847.00","599.85",7981036,"6,535,045,005.95",162235
"09-Sep-2019","EQ","836.80","840.30","827.55","840.15","830.00","829.10","830.92","847.00","599.85",4377870,"3,637,654,796.40",122479
"06-Sep-2019","EQ","843.30","847.00","835.05","834.05","840.25","840.15","840.49","1,467.90","599.85",6106841,"5,132,762,932.40",171032
"05-Sep-2019","EQ","830.10","837.50","826.65","821.30","835.10","834.05","833.00","1,467.90","599.85",7926895,"6,603,073,399.30",242554
"04-Sep-2019","EQ","810.75","822.45","810.25","814.25","819.90","821.30","818.11","1,467.90","599.85",6199015,"5,071,479,097.25",124357
"03-Sep-2019","EQ","815.00","822.40","812.05","814.90","812.75","814.25","816.96","1,467.90","599.85",5647088,"4,613,455,969.85",109072
"30-Aug-2019","EQ","810.00","817.35","802.00","806.95","814.75","814.90","809.24","1,467.90","599.85",8174186,"6,614,876,749.25",144388
"29-Aug-2019","EQ","795.50","809.70","795.50","802.50","808.30","806.95","805.11","1,467.90","599.85",7830413,"6,304,378,192.25",117244
"28-Aug-2019","EQ","787.40","805.00","786.30","784.65","803.50","802.50","796.96","1,467.90","599.85",5881134,"4,687,024,730.60",113678
"27-Aug-2019","EQ","791.00","794.95","781.10","802.55","785.50","784.65","785.23","1,467.90","599.85",16061642,"12,612,131,007.40",242098
"26-Aug-2019","EQ","795.90","806.80","786.90","802.20","804.30","802.55","799.09","1,467.90","599.85",5412074,"4,324,723,248.25",141654
